usefulCount,sideEffects,rating
8,Severe Side Effects,3
5,Mild Side Effects,5
79,No Side Effects,5
13,Mild Side Effects,2
4,No Side Effects,1
174,No Side Effects,5
48,Moderate Side Effects,5
36,No Side Effects,5
1,Severe Side Effects,4
16,No Side Effects,5
6,Moderate Side Effects,5
64,Severe Side Effects,3
10,Moderate Side Effects,5
65,No Side Effects,5
7,Severe Side Effects,1
31,No Side Effects,5
29,Moderate Side Effects,5
33,Mild Side Effects,5
17,Severe Side Effects,4
16,Mild Side Effects,4
1,Mild Side Effects,5
9,No Side Effects,5
33,Moderate Side Effects,5
2,Severe Side Effects,5
49,Mild Side Effects,5
10,Severe Side Effects,4
58,Mild Side Effects,5
70,No Side Effects,5
16,Mild Side Effects,4
23,Mild Side Effects,5
16,Mild Side Effects,4
56,No Side Effects,5
83,Moderate Side Effects,5
12,No Side Effects,1
2,Mild Side Effects,4
2,Mild Side Effects,5
67,No Side Effects,4
9,Mild Side Effects,1
27,Mild Side Effects,5
49,Mild Side Effects,5
88,Moderate Side Effects,5
1,Extremely Severe Side Effects,4
11,Moderate Side Effects,1
184,Mild Side Effects,5
13,Mild Side Effects,4
0,Severe Side Effects,5
2,Mild Side Effects,4
4,Mild Side Effects,4
6,Severe Side Effects,2
23,No Side Effects,5
18,No Side Effects,5
8,Mild Side Effects,3
12,Mild Side Effects,5
4,Mild Side Effects,5
7,Mild Side Effects,3
92,Mild Side Effects,3
4,Mild Side Effects,4
83,Moderate Side Effects,4
79,No Side Effects,5
65,No Side Effects,5
4,No Side Effects,5
14,No Side Effects,5
21,Moderate Side Effects,2
64,Mild Side Effects,5
8,Severe Side Effects,5
66,Severe Side Effects,5
17,Moderate Side Effects,5
21,Severe Side Effects,5
4,Moderate Side Effects,2
4,Mild Side Effects,1
8,Mild Side Effects,1
2,No Side Effects,2
33,No Side Effects,4
7,Mild Side Effects,5
72,No Side Effects,5
9,Mild Side Effects,1
3,Moderate Side Effects,4
5,Mild Side Effects,1
21,Mild Side Effects,2
18,Moderate Side Effects,5
21,Severe Side Effects,5
7,Moderate Side Effects,4
10,Severe Side Effects,4
54,Severe Side Effects,3
3,Extremely Severe Side Effects,5
30,Moderate Side Effects,5
2,No Side Effects,1
20,Moderate Side Effects,5
6,Moderate Side Effects,5
8,Moderate Side Effects,1
5,Moderate Side Effects,5
34,Mild Side Effects,5
42,No Side Effects,5
0,Mild Side Effects,5
0,Mild Side Effects,1
0,Mild Side Effects,5
24,Moderate Side Effects,5
17,No Side Effects,3
4,Mild Side Effects,4
0,Extremely Severe Side Effects,1
36,No Side Effects,5
30,Mild Side Effects,5
11,Mild Side Effects,4
3,No Side Effects,4
13,Mild Side Effects,1
8,Moderate Side Effects,5
18,Mild Side Effects,5
18,No Side Effects,5
9,Mild Side Effects,5
19,Mild Side Effects,5
20,Moderate Side Effects,1
8,No Side Effects,2
11,No Side Effects,4
140,No Side Effects,5
8,Mild Side Effects,1
65,No Side Effects,2
7,Moderate Side Effects,1
19,Moderate Side Effects,5
22,Mild Side Effects,4
42,No Side Effects,5
5,Moderate Side Effects,5
10,Mild Side Effects,4
185,No Side Effects,5
22,No Side Effects,5
0,Moderate Side Effects,4
4,No Side Effects,3
0,Severe Side Effects,5
13,No Side Effects,5
13,Mild Side Effects,5
13,Extremely Severe Side Effects,1
8,No Side Effects,4
6,Mild Side Effects,5
8,Severe Side Effects,3
5,Moderate Side Effects,1
0,No Side Effects,3
36,Moderate Side Effects,5
93,No Side Effects,5
75,Severe Side Effects,3
29,Mild Side Effects,5
18,Severe Side Effects,5
4,Mild Side Effects,5
13,Mild Side Effects,5
42,No Side Effects,5
48,Mild Side Effects,4
61,Moderate Side Effects,5
12,No Side Effects,5
27,Severe Side Effects,5
28,Mild Side Effects,1
6,Severe Side Effects,5
45,No Side Effects,5
7,No Side Effects,2
20,Mild Side Effects,5
25,Mild Side Effects,3
13,Severe Side Effects,4
47,Mild Side Effects,3
53,No Side Effects,5
30,No Side Effects,5
10,Mild Side Effects,5
8,Moderate Side Effects,2
5,Severe Side Effects,5
41,No Side Effects,5
86,Mild Side Effects,5
9,Extremely Severe Side Effects,3
6,Mild Side Effects,1
1,No Side Effects,5
24,Mild Side Effects,5
26,Severe Side Effects,1
6,Severe Side Effects,5
4,No Side Effects,5
1,No Side Effects,1
17,Severe Side Effects,1
10,Severe Side Effects,3
42,Mild Side Effects,5
27,No Side Effects,5
4,Mild Side Effects,4
23,No Side Effects,3
21,No Side Effects,4
1,Mild Side Effects,3
12,Mild Side Effects,4
20,No Side Effects,5
0,No Side Effects,5
8,No Side Effects,4
24,No Side Effects,5
8,Moderate Side Effects,5
37,No Side Effects,5
16,Mild Side Effects,1
54,No Side Effects,5
57,Mild Side Effects,4
63,Extremely Severe Side Effects,5
6,Mild Side Effects,5
14,No Side Effects,4
25,Moderate Side Effects,4
45,Mild Side Effects,5
28,No Side Effects,3
40,Moderate Side Effects,3
11,Mild Side Effects,1
51,Mild Side Effects,5
7,No Side Effects,3
1,Mild Side Effects,2
8,Moderate Side Effects,3
6,Moderate Side Effects,5
8,Moderate Side Effects,1
48,Extremely Severe Side Effects,5
210,Mild Side Effects,4
11,No Side Effects,3
6,Mild Side Effects,5
0,Mild Side Effects,3
1,Moderate Side Effects,1
80,Moderate Side Effects,5
2,Mild Side Effects,4
17,Moderate Side Effects,5
1,Severe Side Effects,2
0,No Side Effects,1
69,Extremely Severe Side Effects,5
8,Moderate Side Effects,4
7,Mild Side Effects,1
3,Extremely Severe Side Effects,4
36,Mild Side Effects,5
141,Mild Side Effects,1
57,Mild Side Effects,5
8,Mild Side Effects,1
40,Moderate Side Effects,5
302,Mild Side Effects,5
0,Moderate Side Effects,5
21,Severe Side Effects,5
4,Severe Side Effects,1
4,No Side Effects,2
32,No Side Effects,2
13,No Side Effects,4
0,No Side Effects,3
2,Mild Side Effects,2
14,No Side Effects,1
3,Moderate Side Effects,5
4,Moderate Side Effects,4
32,No Side Effects,5
1,No Side Effects,5
7,No Side Effects,1
7,No Side Effects,1
12,Severe Side Effects,4
1,Severe Side Effects,4
61,No Side Effects,5
4,Moderate Side Effects,5
1,No Side Effects,5
4,Mild Side Effects,5
10,Moderate Side Effects,2
17,Mild Side Effects,3
9,Mild Side Effects,1
21,No Side Effects,4
0,Mild Side Effects,4
3,Severe Side Effects,1
4,Moderate Side Effects,3
155,No Side Effects,5
41,Moderate Side Effects,3
20,Mild Side Effects,4
35,Moderate Side Effects,5
42,No Side Effects,5
97,Mild Side Effects,5
57,Moderate Side Effects,1
16,Mild Side Effects,1
9,Severe Side Effects,3
3,Mild Side Effects,3
13,Mild Side Effects,5
73,No Side Effects,5
2,Moderate Side Effects,5
37,Mild Side Effects,5
8,No Side Effects,5
33,No Side Effects,4
5,Severe Side Effects,2
22,Moderate Side Effects,1
1,Mild Side Effects,3
20,Moderate Side Effects,1
86,Moderate Side Effects,5
65,Moderate Side Effects,5
36,No Side Effects,5
8,Moderate Side Effects,5
20,No Side Effects,5
12,Moderate Side Effects,3
83,Moderate Side Effects,1
4,No Side Effects,4
23,No Side Effects,3
10,Mild Side Effects,5
5,Mild Side Effects,5
33,No Side Effects,5
5,Mild Side Effects,3
2,Mild Side Effects,5
17,No Side Effects,2
2,Mild Side Effects,3
41,No Side Effects,1
17,Moderate Side Effects,4
34,Moderate Side Effects,5
86,No Side Effects,5
1,Mild Side Effects,4
6,Severe Side Effects,3
2,Extremely Severe Side Effects,1
5,Moderate Side Effects,1
64,No Side Effects,4
10,No Side Effects,5
8,Mild Side Effects,1
1,No Side Effects,1
253,Severe Side Effects,4
64,No Side Effects,4
16,No Side Effects,5
33,Severe Side Effects,5
24,Severe Side Effects,5
0,No Side Effects,5
35,Severe Side Effects,5
22,Severe Side Effects,5
19,No Side Effects,5
57,Extremely Severe Side Effects,5
15,Mild Side Effects,5
17,Mild Side Effects,5
39,No Side Effects,1
33,Severe Side Effects,5
18,Moderate Side Effects,4
2,Severe Side Effects,3
7,No Side Effects,1
4,Mild Side Effects,5
18,Moderate Side Effects,5
16,Moderate Side Effects,1
34,No Side Effects,1
1,No Side Effects,5
8,Mild Side Effects,1
0,Mild Side Effects,1
12,No Side Effects,1
4,Mild Side Effects,5
46,No Side Effects,5
10,Mild Side Effects,5
10,No Side Effects,3
55,Severe Side Effects,4
14,Moderate Side Effects,1
7,No Side Effects,4
31,No Side Effects,4
13,No Side Effects,5
12,Extremely Severe Side Effects,4
56,Mild Side Effects,4
23,Moderate Side Effects,5
31,No Side Effects,5
15,Extremely Severe Side Effects,1
24,Mild Side Effects,5
10,Moderate Side Effects,5
3,Moderate Side Effects,5
48,Moderate Side Effects,2
1,Moderate Side Effects,1
3,No Side Effects,1
13,Severe Side Effects,5
9,Moderate Side Effects,1
50,No Side Effects,5
55,Severe Side Effects,4
3,No Side Effects,5
27,Moderate Side Effects,1
5,No Side Effects,5
2,No Side Effects,1
48,No Side Effects,5
8,Moderate Side Effects,1
8,Mild Side Effects,4
9,No Side Effects,1
2,Severe Side Effects,4
85,Mild Side Effects,4
117,No Side Effects,5
13,No Side Effects,5
6,Mild Side Effects,3
59,Moderate Side Effects,5
6,Mild Side Effects,1
22,Severe Side Effects,4
3,Mild Side Effects,1
3,No Side Effects,1
75,Mild Side Effects,5
12,No Side Effects,4
4,No Side Effects,5
6,No Side Effects,4
3,No Side Effects,3
13,Mild Side Effects,1
3,No Side Effects,1
35,No Side Effects,4
55,Mild Side Effects,5
8,No Side Effects,2
1,Mild Side Effects,3
66,Mild Side Effects,5
81,Mild Side Effects,4
43,Mild Side Effects,4
270,No Side Effects,5
12,Mild Side Effects,5
5,Mild Side Effects,4
43,No Side Effects,4
29,Moderate Side Effects,5
14,No Side Effects,4
36,No Side Effects,5
24,Mild Side Effects,1
169,No Side Effects,5
2,Severe Side Effects,1
45,Severe Side Effects,3
165,No Side Effects,5
8,No Side Effects,1
16,No Side Effects,5
91,No Side Effects,5
19,Mild Side Effects,5
10,Severe Side Effects,5
17,Mild Side Effects,4
40,No Side Effects,4
16,Mild Side Effects,4
2,No Side Effects,1
4,Moderate Side Effects,1
9,Mild Side Effects,1
39,No Side Effects,5
46,Mild Side Effects,5
4,Moderate Side Effects,1
121,Mild Side Effects,5
0,No Side Effects,3
61,No Side Effects,4
45,Mild Side Effects,5
33,Mild Side Effects,1
10,Moderate Side Effects,4
2,No Side Effects,5
25,Mild Side Effects,4
4,Mild Side Effects,3
8,Mild Side Effects,5
2,Moderate Side Effects,1
6,No Side Effects,2
1,Mild Side Effects,4
73,No Side Effects,5
14,No Side Effects,5
17,Moderate Side Effects,4
26,Moderate Side Effects,4
6,No Side Effects,2
134,No Side Effects,5
0,No Side Effects,4
12,No Side Effects,5
159,Mild Side Effects,5
67,Severe Side Effects,5
0,Mild Side Effects,1
9,Severe Side Effects,5
8,Severe Side Effects,1
6,Severe Side Effects,5
26,Severe Side Effects,5
21,Moderate Side Effects,4
1,Severe Side Effects,3
20,Mild Side Effects,1
4,Moderate Side Effects,4
41,Extremely Severe Side Effects,1
19,Mild Side Effects,5
21,Severe Side Effects,5
4,No Side Effects,1
8,No Side Effects,1
7,Mild Side Effects,4
8,Mild Side Effects,5
44,Severe Side Effects,5
54,Mild Side Effects,1
41,No Side Effects,5
5,No Side Effects,5
4,Moderate Side Effects,5
53,Mild Side Effects,5
3,Mild Side Effects,1
7,Moderate Side Effects,4
18,Moderate Side Effects,1
32,No Side Effects,5
24,Mild Side Effects,4
22,Extremely Severe Side Effects,4
28,Moderate Side Effects,4
35,Mild Side Effects,4
38,Mild Side Effects,1
98,No Side Effects,3
61,No Side Effects,5
7,Moderate Side Effects,5
9,No Side Effects,4
25,No Side Effects,4
21,No Side Effects,3
1,Moderate Side Effects,1
3,Mild Side Effects,2
5,Moderate Side Effects,3
84,Moderate Side Effects,5
58,No Side Effects,5
41,No Side Effects,5
6,Mild Side Effects,5
10,Mild Side Effects,1
116,Mild Side Effects,5
0,Mild Side Effects,5
18,Mild Side Effects,5
4,No Side Effects,5
46,Moderate Side Effects,5
1,Severe Side Effects,1
15,Severe Side Effects,5
30,No Side Effects,5
2,Extremely Severe Side Effects,3
14,No Side Effects,5
1,Mild Side Effects,2
53,No Side Effects,5
13,Mild Side Effects,1
199,Mild Side Effects,5
2,Mild Side Effects,4
8,Mild Side Effects,5
6,Mild Side Effects,1
21,No Side Effects,5
16,No Side Effects,2
6,Moderate Side Effects,1
39,Moderate Side Effects,5
8,Moderate Side Effects,4
1,Moderate Side Effects,5
16,Moderate Side Effects,1
38,Mild Side Effects,1
21,No Side Effects,1
17,Mild Side Effects,4
25,Extremely Severe Side Effects,5
6,No Side Effects,1
15,Extremely Severe Side Effects,3
13,Mild Side Effects,4
20,Mild Side Effects,3
22,Severe Side Effects,3
54,Mild Side Effects,4
14,Mild Side Effects,5
184,Moderate Side Effects,5
8,Moderate Side Effects,5
34,No Side Effects,5
251,Moderate Side Effects,5
0,Moderate Side Effects,5
15,No Side Effects,1
13,No Side Effects,1
2,Extremely Severe Side Effects,2
13,No Side Effects,1
6,Mild Side Effects,5
1,Moderate Side Effects,5
12,No Side Effects,4
15,Moderate Side Effects,5
39,Moderate Side Effects,3
11,Moderate Side Effects,5
6,Mild Side Effects,1
8,Moderate Side Effects,4
5,Moderate Side Effects,1
4,Mild Side Effects,5
4,Moderate Side Effects,5
60,No Side Effects,4
3,Mild Side Effects,5
7,Mild Side Effects,3
18,Mild Side Effects,1
2,Moderate Side Effects,1
22,Mild Side Effects,4
33,No Side Effects,3
12,Mild Side Effects,4
2,Extremely Severe Side Effects,1
24,No Side Effects,5
272,No Side Effects,5
7,Mild Side Effects,4
21,No Side Effects,4
30,Severe Side Effects,4
3,Mild Side Effects,5
0,No Side Effects,4
193,No Side Effects,5
17,Mild Side Effects,1
8,Moderate Side Effects,5
2,Moderate Side Effects,1
6,No Side Effects,4
8,Mild Side Effects,1
9,Mild Side Effects,1
59,Moderate Side Effects,5
1,No Side Effects,4
4,No Side Effects,4
74,Mild Side Effects,5
3,No Side Effects,3
6,Moderate Side Effects,4
9,Moderate Side Effects,5
14,Moderate Side Effects,2
11,No Side Effects,4
13,Mild Side Effects,1
38,Severe Side Effects,4
18,No Side Effects,5
53,Extremely Severe Side Effects,5
28,No Side Effects,2
11,Severe Side Effects,2
7,Moderate Side Effects,1
1,Mild Side Effects,1
21,No Side Effects,4
39,Severe Side Effects,4
24,No Side Effects,5
6,Mild Side Effects,2
7,Moderate Side Effects,2
9,Mild Side Effects,4
102,No Side Effects,5
87,No Side Effects,5
1,Mild Side Effects,2
55,No Side Effects,5
36,Mild Side Effects,4
5,No Side Effects,3
5,Extremely Severe Side Effects,5
14,Mild Side Effects,5
1,Moderate Side Effects,2
13,Mild Side Effects,5
28,Severe Side Effects,5
10,No Side Effects,5
19,Extremely Severe Side Effects,5
48,No Side Effects,2
20,Extremely Severe Side Effects,1
5,No Side Effects,3
19,No Side Effects,1
0,No Side Effects,2
23,Mild Side Effects,5
22,Moderate Side Effects,1
25,Moderate Side Effects,5
39,No Side Effects,5
14,Extremely Severe Side Effects,2
3,No Side Effects,4
12,Moderate Side Effects,5
15,No Side Effects,5
30,Mild Side Effects,5
7,Extremely Severe Side Effects,1
11,Mild Side Effects,3
9,No Side Effects,4
6,Moderate Side Effects,5
5,Moderate Side Effects,4
21,Mild Side Effects,3
27,Moderate Side Effects,3
36,Moderate Side Effects,2
13,No Side Effects,5
1,Extremely Severe Side Effects,2
49,Severe Side Effects,5
5,Severe Side Effects,1
4,Mild Side Effects,3
7,No Side Effects,3
8,No Side Effects,5
3,Moderate Side Effects,1
75,Severe Side Effects,2
5,Mild Side Effects,4
34,Moderate Side Effects,1
6,Mild Side Effects,3
31,No Side Effects,2
75,Extremely Severe Side Effects,5
0,No Side Effects,5
47,Extremely Severe Side Effects,5
2,No Side Effects,4
10,No Side Effects,4
59,No Side Effects,4
28,No Side Effects,1
21,Mild Side Effects,4
8,Moderate Side Effects,1
83,Mild Side Effects,5
8,Severe Side Effects,5
43,Moderate Side Effects,5
7,Moderate Side Effects,3
27,Mild Side Effects,5
40,Mild Side Effects,4
4,No Side Effects,3
39,No Side Effects,5
14,Mild Side Effects,5
14,Mild Side Effects,4
3,Severe Side Effects,2
8,No Side Effects,5
4,No Side Effects,2
80,Mild Side Effects,5
7,Mild Side Effects,5
18,Moderate Side Effects,1
18,Severe Side Effects,4
18,Moderate Side Effects,5
25,Moderate Side Effects,1
75,No Side Effects,5
15,Mild Side Effects,3
4,Moderate Side Effects,5
49,No Side Effects,4
2,Mild Side Effects,5
17,Mild Side Effects,5
6,Severe Side Effects,2
69,Mild Side Effects,5
21,Moderate Side Effects,5
94,Mild Side Effects,4
16,No Side Effects,1
4,No Side Effects,4
23,Moderate Side Effects,1
0,Mild Side Effects,1
14,Moderate Side Effects,4
32,No Side Effects,5
10,Mild Side Effects,4
15,Mild Side Effects,5
3,No Side Effects,5
121,No Side Effects,5
23,No Side Effects,1
20,Extremely Severe Side Effects,3
12,Mild Side Effects,1
3,Mild Side Effects,1
26,Mild Side Effects,5
25,No Side Effects,4
12,No Side Effects,3
27,Severe Side Effects,5
17,No Side Effects,5
2,Moderate Side Effects,5
29,Mild Side Effects,1
12,Moderate Side Effects,2
7,Severe Side Effects,2
4,Mild Side Effects,1
48,Mild Side Effects,4
6,Moderate Side Effects,1
2,No Side Effects,3
32,Moderate Side Effects,1
7,No Side Effects,5
21,Moderate Side Effects,4
1,Moderate Side Effects,5
6,Mild Side Effects,1
15,Mild Side Effects,2
65,No Side Effects,4
43,Moderate Side Effects,5
9,No Side Effects,5
20,Extremely Severe Side Effects,5
9,Moderate Side Effects,4
40,Mild Side Effects,2
1,Moderate Side Effects,5
62,Mild Side Effects,5
7,Mild Side Effects,3
5,Extremely Severe Side Effects,5
26,Mild Side Effects,4
12,Mild Side Effects,5
25,Mild Side Effects,5
21,Moderate Side Effects,5
50,Mild Side Effects,4
17,Moderate Side Effects,4
4,Severe Side Effects,1
88,Moderate Side Effects,4
12,No Side Effects,5
26,Moderate Side Effects,5
13,Moderate Side Effects,3
2,Severe Side Effects,1
67,Extremely Severe Side Effects,4
1,No Side Effects,3
7,Mild Side Effects,5
22,Severe Side Effects,5
8,Mild Side Effects,5
163,No Side Effects,5
13,Mild Side Effects,5
3,Mild Side Effects,2
30,Mild Side Effects,5
15,Extremely Severe Side Effects,1
47,No Side Effects,2
2,No Side Effects,1
13,Extremely Severe Side Effects,5
44,Severe Side Effects,4
1,No Side Effects,1
23,No Side Effects,5
45,No Side Effects,1
28,Moderate Side Effects,1
17,Moderate Side Effects,3
1,Extremely Severe Side Effects,1
35,No Side Effects,5
101,Mild Side Effects,5
60,No Side Effects,5
25,Moderate Side Effects,4
10,Mild Side Effects,4
9,Moderate Side Effects,2
18,Mild Side Effects,5
5,Moderate Side Effects,5
1,Severe Side Effects,1
10,Moderate Side Effects,1
9,Severe Side Effects,5
6,No Side Effects,5
3,Severe Side Effects,3
22,Moderate Side Effects,5
4,No Side Effects,5
34,Moderate Side Effects,5
10,No Side Effects,5
88,No Side Effects,5
7,Mild Side Effects,2
5,Mild Side Effects,5
15,Mild Side Effects,5
34,Moderate Side Effects,5
34,Mild Side Effects,5
6,No Side Effects,1
27,Mild Side Effects,1
133,Mild Side Effects,5
64,Severe Side Effects,5
25,No Side Effects,5
30,No Side Effects,5
19,Severe Side Effects,3
66,Severe Side Effects,1
81,Mild Side Effects,4
67,Mild Side Effects,5
3,Severe Side Effects,1
141,No Side Effects,5
3,No Side Effects,3
8,Mild Side Effects,5
44,No Side Effects,5
54,No Side Effects,5
17,No Side Effects,1
2,Moderate Side Effects,4
131,Mild Side Effects,5
12,No Side Effects,3
2,Extremely Severe Side Effects,2
9,Mild Side Effects,5
190,No Side Effects,5
3,Mild Side Effects,1
10,Moderate Side Effects,5
89,No Side Effects,5
8,Mild Side Effects,1
47,Mild Side Effects,5
19,Severe Side Effects,5
2,Moderate Side Effects,1
10,No Side Effects,4
9,Mild Side Effects,5
41,Moderate Side Effects,5
3,Mild Side Effects,3
1,Severe Side Effects,4
105,Moderate Side Effects,4
8,No Side Effects,4
2,No Side Effects,1
4,Mild Side Effects,5
101,Severe Side Effects,5
6,No Side Effects,1
59,Mild Side Effects,5
6,Moderate Side Effects,1
4,Moderate Side Effects,1
66,Moderate Side Effects,5
53,Severe Side Effects,5
10,No Side Effects,5
55,Mild Side Effects,5
86,Severe Side Effects,5
22,No Side Effects,1
90,Moderate Side Effects,5
0,No Side Effects,1
11,Severe Side Effects,5
42,Severe Side Effects,1
11,Moderate Side Effects,5
56,Moderate Side Effects,3
76,Moderate Side Effects,5
32,Mild Side Effects,5
4,Mild Side Effects,4
90,No Side Effects,5
7,Moderate Side Effects,1
42,No Side Effects,5
113,Mild Side Effects,5
27,Moderate Side Effects,3
26,Moderate Side Effects,4
34,Mild Side Effects,5
126,Extremely Severe Side Effects,1
80,Severe Side Effects,5
6,No Side Effects,3
8,Mild Side Effects,5
9,No Side Effects,5
109,No Side Effects,5
7,No Side Effects,3
29,Mild Side Effects,5
14,Mild Side Effects,4
62,Severe Side Effects,5
33,Moderate Side Effects,5
30,No Side Effects,5
14,Mild Side Effects,4
45,Severe Side Effects,5
17,Mild Side Effects,5
160,No Side Effects,5
34,Extremely Severe Side Effects,4
49,No Side Effects,3
20,Mild Side Effects,5
23,No Side Effects,1
48,Mild Side Effects,5
10,Moderate Side Effects,5
11,No Side Effects,5
14,Mild Side Effects,1
1,Extremely Severe Side Effects,5
7,No Side Effects,2
20,Mild Side Effects,5
12,No Side Effects,3
21,Mild Side Effects,5
19,Mild Side Effects,1
60,No Side Effects,5
108,Extremely Severe Side Effects,5
1,Mild Side Effects,1
14,Severe Side Effects,2
0,No Side Effects,3
24,Mild Side Effects,5
11,Mild Side Effects,5
0,No Side Effects,4
21,Mild Side Effects,1
21,Moderate Side Effects,5
11,Extremely Severe Side Effects,3
5,Severe Side Effects,5
3,Moderate Side Effects,5
35,No Side Effects,5
12,Mild Side Effects,1
5,Mild Side Effects,2
0,Severe Side Effects,5
7,Severe Side Effects,2
75,Mild Side Effects,4
5,Mild Side Effects,5
8,Mild Side Effects,5
32,Mild Side Effects,4
6,Moderate Side Effects,5
26,Mild Side Effects,4
165,No Side Effects,5
13,Moderate Side Effects,4
3,No Side Effects,5
50,No Side Effects,5
1,Mild Side Effects,4
76,Severe Side Effects,5
16,No Side Effects,5
1,Mild Side Effects,1
3,Mild Side Effects,5
85,Moderate Side Effects,4
9,Moderate Side Effects,5
57,No Side Effects,5
198,Mild Side Effects,5
6,Mild Side Effects,5
120,Mild Side Effects,4
6,Extremely Severe Side Effects,5
6,No Side Effects,2
45,Mild Side Effects,5
2,Extremely Severe Side Effects,1
20,Mild Side Effects,1
32,No Side Effects,5
15,No Side Effects,5
7,Severe Side Effects,5
35,Moderate Side Effects,5
3,Mild Side Effects,4
7,Mild Side Effects,5
11,Moderate Side Effects,5
32,No Side Effects,1
20,Mild Side Effects,2
85,Mild Side Effects,4
19,Mild Side Effects,4
29,Severe Side Effects,5
2,Mild Side Effects,5
108,Mild Side Effects,4
92,Mild Side Effects,5
13,Severe Side Effects,1
33,Severe Side Effects,5
7,Mild Side Effects,3
6,Moderate Side Effects,5
14,Moderate Side Effects,5
2,Moderate Side Effects,5
22,Mild Side Effects,5
178,Moderate Side Effects,4
8,Moderate Side Effects,1
14,Extremely Severe Side Effects,5
63,Mild Side Effects,5
6,Mild Side Effects,3
7,No Side Effects,5
6,No Side Effects,2
5,Mild Side Effects,5
17,Mild Side Effects,4
18,Severe Side Effects,5
0,Mild Side Effects,4
49,Mild Side Effects,4
24,No Side Effects,5
0,Mild Side Effects,3
12,Moderate Side Effects,1
53,Moderate Side Effects,5
25,Mild Side Effects,5
0,Mild Side Effects,5
6,Mild Side Effects,4
15,No Side Effects,1
45,Moderate Side Effects,4
4,Mild Side Effects,1
0,Severe Side Effects,2
7,Extremely Severe Side Effects,2
24,Mild Side Effects,5
10,Extremely Severe Side Effects,4
18,No Side Effects,5
157,Mild Side Effects,4
28,Mild Side Effects,5
13,No Side Effects,3
22,Mild Side Effects,4
0,No Side Effects,5
22,No Side Effects,5
11,Moderate Side Effects,5
77,No Side Effects,5
13,Mild Side Effects,1
19,Moderate Side Effects,5
2,Mild Side Effects,3
34,Extremely Severe Side Effects,1
123,Moderate Side Effects,5
43,No Side Effects,1
27,Severe Side Effects,5
39,No Side Effects,4
13,No Side Effects,4
5,Mild Side Effects,3
19,No Side Effects,5
0,Mild Side Effects,1
19,No Side Effects,4
4,No Side Effects,3
46,Extremely Severe Side Effects,5
69,Severe Side Effects,5
11,Moderate Side Effects,5
26,Mild Side Effects,5
66,No Side Effects,5
43,Mild Side Effects,5
28,Moderate Side Effects,5
9,No Side Effects,4
49,Severe Side Effects,5
10,Mild Side Effects,5
61,No Side Effects,5
87,No Side Effects,5
58,No Side Effects,4
1,No Side Effects,4
5,Mild Side Effects,2
5,Moderate Side Effects,5
4,Mild Side Effects,4
3,Mild Side Effects,1
6,Moderate Side Effects,3
5,Moderate Side Effects,2
0,Moderate Side Effects,1
17,Moderate Side Effects,3
3,No Side Effects,5
14,Severe Side Effects,1
10,Moderate Side Effects,1
26,Moderate Side Effects,5
36,Mild Side Effects,1
14,Mild Side Effects,5
3,Mild Side Effects,5
61,No Side Effects,4
7,Mild Side Effects,2
0,Mild Side Effects,5
20,Moderate Side Effects,4
26,Severe Side Effects,5
1,Severe Side Effects,5
107,Severe Side Effects,5
35,No Side Effects,5
53,No Side Effects,5
14,Severe Side Effects,5
12,Moderate Side Effects,5
2,Mild Side Effects,4
81,Severe Side Effects,5
8,Severe Side Effects,2
20,Moderate Side Effects,5
0,No Side Effects,1
5,Severe Side Effects,1
23,Mild Side Effects,5
4,No Side Effects,4
22,Mild Side Effects,5
8,No Side Effects,3
5,Mild Side Effects,5
1,Mild Side Effects,5
6,Mild Side Effects,1
52,Severe Side Effects,5
0,No Side Effects,5
26,Mild Side Effects,5
13,Severe Side Effects,5
5,Severe Side Effects,4
29,No Side Effects,5
5,Severe Side Effects,4
0,Mild Side Effects,5
12,Moderate Side Effects,3
9,No Side Effects,1
7,No Side Effects,5
37,Severe Side Effects,5
33,Moderate Side Effects,5
5,Moderate Side Effects,5
6,Mild Side Effects,2
0,Extremely Severe Side Effects,1
62,No Side Effects,5
4,No Side Effects,5
15,No Side Effects,1
116,Mild Side Effects,5
34,Mild Side Effects,5
12,Extremely Severe Side Effects,5
108,Mild Side Effects,5
21,No Side Effects,2
62,Mild Side Effects,4
28,No Side Effects,3
9,No Side Effects,5
78,Mild Side Effects,1
44,Severe Side Effects,5
3,Mild Side Effects,1
16,Moderate Side Effects,2
5,No Side Effects,1
17,Extremely Severe Side Effects,5
10,Extremely Severe Side Effects,5
24,Moderate Side Effects,5
15,No Side Effects,5
1,Extremely Severe Side Effects,3
15,Mild Side Effects,5
57,No Side Effects,4
3,Mild Side Effects,5
82,Moderate Side Effects,4
60,No Side Effects,5
0,Moderate Side Effects,2
43,No Side Effects,3
35,Mild Side Effects,1
13,Mild Side Effects,5
10,No Side Effects,4
91,Mild Side Effects,2
18,Mild Side Effects,5
5,No Side Effects,1
8,Mild Side Effects,4
37,Mild Side Effects,5
101,Moderate Side Effects,5
1,Moderate Side Effects,4
2,Severe Side Effects,1
3,Severe Side Effects,5
29,Moderate Side Effects,2
8,Moderate Side Effects,2
26,Mild Side Effects,5
41,Moderate Side Effects,5
14,No Side Effects,4
16,Severe Side Effects,1
10,Severe Side Effects,5
12,Mild Side Effects,5
18,Extremely Severe Side Effects,2
94,Mild Side Effects,5
21,Mild Side Effects,5
2,No Side Effects,3
14,No Side Effects,1
5,No Side Effects,5
